"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify delivery with less than 3 lines shows format error.","0","test_rejects_fewer_than_3_lines","tests","2026-08-05","passed","2026-08-05","TestSaveDelivery","test_order_coverage","",""
"","0","test_invalid_date_rejected[month_zero]","tests","2026-08-05","passed","2026-08-05","TestDateEquivalenceClasses","test_validation","",""
"","0","test_date_hint","tests","2026-08-05","passed","2026-08-05","TestFieldTypeHint","test_validation","",""
"","0","test_text_cmd_injection_eval","tests","2026-08-05","passed","2026-08-05","TestValidateFieldValue","test_validation","",""
"","0","test_currency_symbol_eur","tests","2026-08-05","passed","2026-08-05","TestPricing","test_services","",""
"Verify user language can be updated.","6","test_update_user_language","tests","2026-08-05","passed","2026-08-05","TestUserCRUD","test_crud","",""
"Verify /menu clears state and shows menu.","0","test_menu_clears_state_and_shows_menu","tests","2026-08-05","passed","2026-08-05","TestCmdMenu","test_start","",""
"","0","test_valid_long_text_within_limit","tests","2026-08-05","passed","2026-08-05","TestValidateFieldValue","test_validation","",""
"Test admin flow: send document to client.","0","test_e2e_admin_flow","tests","2026-08-05","skipped","2026-08-05","","test_e2e_order_flow","",""
"","0","test_invalid_country_code_rejected[too_short]","tests","2026-08-05","passed","2026-08-05","TestCountryCodeEquivalenceClasses","test_validation","",""
"","0","test_invalid_email_rejected[no_tld]","tests","2026-08-05","passed","2026-08-05","TestEmailEquivalenceClasses","test_validation","",""
"","1","test_quantity_boundary[qty_4]","tests","2026-08-05","passed","2026-08-05","TestQuantityBoundaryValues","test_validation","",""
"","0","test_invalid_date_rejected[year_below_1900]","tests","2026-08-05","passed","2026-08-05","TestDateEquivalenceClasses","test_validation","",""
"","0","test_valid_text_cases_parametrized[empty]","tests","2026-08-05","passed","2026-08-05","","test_validation_parametrized","",""
"","0","test_valid_country_code_pl","tests","2026-08-05","passed","2026-08-05","TestValidateFieldValue","test_validation","",""
"Verify admin receives notification with field details.","0","test_sends_message_to_admin","tests","2026-08-05","passed","2026-08-05","TestNotifyAdminValidationError","test_order_coverage","",""
"","1","test_invalid_date_rejected[feb31_impossible]","tests","2026-08-05","passed","2026-08-05","TestDateEquivalenceClasses","test_validation","",""
"","0","test_phone_with_spaces_and_dashes","tests","2026-08-05","passed","2026-08-05","TestValidateFieldValue","test_validation","",""
"","1","test_quantity_boundary[qty_6_above]","tests","2026-08-05","passed","2026-08-05","TestQuantityBoundaryValues","test_validation","",""
"Verify user with 'en' language_code returns 'en'.","1","test_supported_language_en","tests","2026-08-05","passed","2026-08-05","TestUserLanguage","test_i18n","",""
"Verify /menu works regardless of current FSM state.","0","test_menu_works_from_any_state","tests","2026-08-05","passed","2026-08-05","TestCmdMenu","test_start","",""
"","0","test_text_hint_custom_max_length","tests","2026-08-05","passed","2026-08-05","TestFieldTypeHint","test_validation","",""
"Verify all expected OrderState states are defined.","0","test_order_states_exist","tests","2026-08-05","passed","2026-08-05","TestOrderStates","test_states","",""
"Verify is_admin returns False for None username.","0","test_none_username","tests","2026-08-05","passed","2026-08-05","TestIsAdmin","test_auth","",""
"","0","test_invalid_date_rejected[wrong_format_iso]","tests","2026-08-05","passed","2026-08-05","TestDateEquivalenceClasses","test_validation","",""
"","1","test_has_malicious_patterns_parametrized[safe_address]","tests","2026-08-05","passed","2026-08-05","","test_validation_parametrized","",""
"","0","test_invalid_phone_rejected[too_short_5]","tests","2026-08-05","passed","2026-08-05","TestPhoneEquivalenceClasses","test_validation","",""
"","1","test_valid_text_accepted[max_length]","tests","2026-08-05","passed","2026-08-05","TestTextEquivalenceClasses","test_validation","",""
"Verify cart keyboard has checkout, add more, clear, help.","0","test_cart_keyboard_has_actions","tests","2026-08-05","passed","2026-08-05","TestCartKeyboard","test_buttons","",""
"","0","test_checkout_rejects_empty_cart","tests","2026-08-05","passed","2026-08-05","","test_order","",""
"","1","test_country_code_parametrized[am]","tests","2026-08-05","passed","2026-08-05","","test_validation_parametrized","",""
"","0","test_valid_phone_accepted[with_spaces_dashes]","tests","2026-08-05","passed","2026-08-05","TestPhoneEquivalenceClasses","test_validation","",""
"","0","test_text_with_sql_injection","tests","2026-08-05","passed","2026-08-05","TestValidateFieldValue","test_validation","",""
"","0","test_valid_country_code_am","tests","2026-08-05","passed","2026-08-05","TestValidateFieldValue","test_validation","",""
"","0","test_valid_email_accepted[standard]","tests","2026-08-05","passed","2026-08-05","TestEmailEquivalenceClasses","test_validation","",""
"Verify optional field is skipped when left empty.","1","test_skips_optional_field_when_empty","tests","2026-08-05","passed","2026-08-05","TestProcessDocumentField","test_order_coverage","",""
"","0","test_invalid_country_code_rejected[empty]","tests","2026-08-05","passed","2026-08-05","TestCountryCodeEquivalenceClasses","test_validation","",""
"","0","test_invalid_text_rejected[too_long]","tests","2026-08-05","passed","2026-08-05","TestTextEquivalenceClasses","test_validation","",""
"Verify admin user can execute the decorated function.","1","test_admin_user_passes_through","tests","2026-08-05","passed","2026-08-05","TestAdminOnlyDecorator","test_auth","",""
"","1","test_nosql_dollar_in","tests","2026-08-05","passed","2026-08-05","TestValidateFieldValue","test_validation","",""
"Verify get_price_eur returns a positive integer for known codes.","0","test_get_price_eur_returns_positive_int","tests","2026-08-05","passed","2026-08-05","TestTemplatePricing","test_documents","",""
"Verify order can be found by order_id string.","8","test_get_order_by_id","tests","2026-08-05","passed","2026-08-05","TestOrderCRUD","test_crud","",""
"Verify SQL injection is rejected and admin is notified.","1","test_rejects_sql_injection_in_field","tests","2026-08-05","passed","2026-08-05","TestProcessDocumentField","test_order_coverage","",""
"","0","test_tabs_and_newlines","tests","2026-08-05","passed","2026-08-05","TestSanitizeText","test_validation","",""
"","0","test_valid_text_cases_parametrized[xss_injection]","tests","2026-08-05","passed","2026-08-05","","test_validation_parametrized","",""
"","0","test_has_malicious_patterns_parametrized[nosql_regex]","tests","2026-08-05","passed","2026-08-05","","test_validation_parametrized","",""
"Verify validate_config fails when routing chat IDs are missing.","1","test_validates_missing_routing","tests","2026-08-05","passed","2026-08-05","TestValidateConfig","test_config","",""
"","1","test_valid_text_cases_parametrized[too_long]","tests","2026-08-05","passed","2026-08-05","","test_validation_parametrized","",""
"Verify is_admin is case-insensitive.","0","test_admin_username_case_insensitive","tests","2026-08-05","passed","2026-08-05","TestIsAdmin","test_auth","",""
"","1","test_text_hint","tests","2026-08-05","passed","2026-08-05","TestFieldTypeHint","test_validation","",""
"Verify PAYMENT_DETAILS has all expected payment methods.","0","test_payment_details_keys","tests","2026-08-05","passed","2026-08-05","TestConfigValues","test_config","",""
"Verify missing format param returns raw text (no crash).","0","test_missing_format_param","tests","2026-08-05","passed","2026-08-05","TestI18n","test_i18n","",""
"Verify is_admin returns False for non-admin.","0","test_non_admin_username","tests","2026-08-05","passed","2026-08-05","TestIsAdmin","test_auth","",""
"","1","test_valid_text_cases_parametrized[valid_iso_date]","tests","2026-08-05","passed","2026-08-05","","test_validation_parametrized","",""
"Test quantity selection (3 copies).

    Verifies:
        - FSM state transitions to filling_document
        - User session is updated
    ","1","test_callback_quantity_selection","tests","2026-08-05","passed","2026-08-05","","test_order","",""
"Verify error when template is missing from session.","1","test_handles_missing_template","tests","2026-08-05","passed","2026-08-05","TestProcessDocumentField","test_order_coverage","",""
"","0","test_invalid_email_rejected[no_domain]","tests","2026-08-05","passed","2026-08-05","TestEmailEquivalenceClasses","test_validation","",""
"","0","test_sql_union","tests","2026-08-05","passed","2026-08-05","TestMaliciousPatterns","test_validation","",""
"","0","test_text_sql_injection_concat","tests","2026-08-05","passed","2026-08-05","TestValidateFieldValue","test_validation","",""
"Verify 'ru-RU' maps to 'ru'.","0","test_ru_variants","tests","2026-08-05","passed","2026-08-05","TestUserLanguage","test_i18n","",""
"Verify all orders can be retrieved.","10","test_get_all_orders","tests","2026-08-05","passed","2026-08-05","TestOrderCRUD","test_crud","",""
"","0","test_invalid_passport_rejected[empty]","tests","2026-08-05","passed","2026-08-05","TestPassportNumberEquivalenceClasses","test_validation","",""
"Verify callback data follows 'doc_<code>' pattern.","0","test_document_keyboard_callback_data","tests","2026-08-05","passed","2026-08-05","TestDocumentKeyboard","test_buttons","",""
"","0","test_text_with_xss","tests","2026-08-05","passed","2026-08-05","TestValidateFieldValue","test_validation","",""
"","1","test_invalid_phone_rejected[too_short_3]","tests","2026-08-05","passed","2026-08-05","TestPhoneEquivalenceClasses","test_validation","",""
"Verify AdminState inherits from StatesGroup.","0","test_admin_state_is_statesgroup","tests","2026-08-05","passed","2026-08-05","TestStateGroups","test_states","",""
"Verify delivery keyboard has yes/no options.","0","test_delivery_keyboard_has_yes_no","tests","2026-08-05","passed","2026-08-05","TestDeliveryKeyboard","test_buttons","",""
"","1","test_country_code_wrong_length","tests","2026-08-05","passed","2026-08-05","TestValidateFieldValue","test_validation","",""
"","1","test_optional_text_empty_is_valid_if_optional","tests","2026-08-05","passed","2026-08-05","TestValidateFieldValue","test_validation","",""
"","1","test_quantity_boundary[qty_5_max]","tests","2026-08-05","passed","2026-08-05","TestQuantityBoundaryValues","test_validation","",""
"","0","test_invalid_passport_rejected[too_short]","tests","2026-08-05","passed","2026-08-05","TestPassportNumberEquivalenceClasses","test_validation","",""
"Verify delivery prices are positive integers.","0","test_delivery_prices_positive","tests","2026-08-05","passed","2026-08-05","TestConfigValues","test_config","",""
"","1","test_has_malicious_patterns_parametrized[xss_svg]","tests","2026-08-05","passed","2026-08-05","","test_validation_parametrized","",""
"","0","test_invalid_date_rejected[feb30_nonleap]","tests","2026-08-05","passed","2026-08-05","TestDateEquivalenceClasses","test_validation","",""
"Verify empty required field shows error and stays on same field.","1","test_rejects_empty_required_field","tests","2026-08-05","passed","2026-08-05","TestProcessDocumentField","test_order_coverage","",""
"Verify DATABASE_URL has a default value.","1","test_database_url_default","tests","2026-08-05","passed","2026-08-05","TestConfigValues","test_config","",""
"Verify template fields is a list.","1","test_template_fields_are_list","tests","2026-08-05","passed","2026-08-05","TestGetTemplate","test_business_config","",""
"Verify get_template('passport') returns a dict.","0","test_returns_dict_for_passport","tests","2026-08-05","passed","2026-08-05","TestGetTemplate","test_documents","",""
"","0","test_invalid_email_rejected[empty]","tests","2026-08-05","passed","2026-08-05","TestEmailEquivalenceClasses","test_validation","",""
"","1","test_invalid_email_rejected[no_local_part]","tests","2026-08-05","passed","2026-08-05","TestEmailEquivalenceClasses","test_validation","",""
"Verify admin can upload a photo as document.","1","test_process_photo_file","tests","2026-08-05","passed","2026-08-05","TestProcessDocumentFile","test_admin","",""
"","0","test_valid_text_cases_parametrized[valid_ru_date]","tests","2026-08-05","passed","2026-08-05","","test_validation_parametrized","",""
"","0","test_valid_passport_accepted[lowercase]","tests","2026-08-05","passed","2026-08-05","TestPassportNumberEquivalenceClasses","test_validation","",""
"Verify order ID follows ORDER_YYYYMMDD_XXXX pattern.","4","test_generates_id_with_correct_format","tests","2026-08-05","passed","2026-08-05","TestGenerateOrderId","test_order_coverage","",""
"","0","test_cmd_injection_semicolon","tests","2026-08-05","passed","2026-08-05","TestMaliciousPatterns","test_validation","",""
"Verify get_order_by_id returns None for missing order.","3","test_get_order_by_id_not_found","tests","2026-08-05","passed","2026-08-05","TestOrderCRUD","test_crud","",""
"Underscores in user input must be escaped.","0","test_escapes_underscore","tests","2026-08-05","passed","2026-08-05","TestEscapeMarkdown","test_fixes","",""
"Verify order status is updated to completed.","1","test_order_done_updates_status","tests","2026-08-05","passed","2026-08-05","TestCallbackOrderDone","test_admin","",""
"","0","test_valid_email_accepted[with_dot]","tests","2026-08-05","passed","2026-08-05","TestEmailEquivalenceClasses","test_validation","",""
"Verify get() substitutes format parameters.","0","test_get_with_format_params","tests","2026-08-05","passed","2026-08-05","TestI18n","test_i18n","",""
"","0","test_too_long_text","tests","2026-08-05","passed","2026-08-05","TestValidateFieldValue","test_validation","",""
"","1","test_invalid_passport_rejected[invalid_char]","tests","2026-08-05","passed","2026-08-05","TestPassportNumberEquivalenceClasses","test_validation","",""
"","1","test_extracts_full_order_id","tests","2026-08-05","passed","2026-08-05","TestExtractOrderId","test_admin","",""
"Verify get_price_eur returns 0 for unknown code.","0","test_get_price_eur_returns_zero_for_unknown","tests","2026-08-05","passed","2026-08-05","TestTemplatePricing","test_documents","",""
"","0","test_safe_cyrillic","tests","2026-08-05","passed","2026-08-05","TestMaliciousPatterns","test_validation","",""
"Verify collision detection retries (test by mocking DB collision).","2","test_retries_on_collision","tests","2026-08-05","passed","2026-08-05","TestGenerateOrderId","test_order_coverage","",""
"Simulate a complete user order from /start to payment proof.

    This test validates:
    - FSM state transitions at each step
    - User session is correctly populated
    - Final order is persisted to database
    - Manager is notified
    ","85","test_e2e_full_order_flow","tests","2026-08-05","passed","2026-08-05","","test_e2e_order_flow","",""
"Verify choosing a payment method sets the waiting-for-proof state.","0","test_payment_shows_payment_details","tests","2026-08-05","passed","2026-08-05","TestProcessPayment","test_order","",""
"","1","test_has_malicious_patterns_parametrized[cmd_backtick]","tests","2026-08-05","passed","2026-08-05","","test_validation_parametrized","",""
"","0","test_date_day_out_of_range","tests","2026-08-05","passed","2026-08-05","TestValidateFieldValue","test_validation","",""
"Verify /start shows main menu with expected buttons.","1","test_start_shows_main_menu_keyboard","tests","2026-08-05","passed","2026-08-05","TestCmdStart","test_start","",""
"Plain text without special chars must remain unchanged.","0","test_plain_text_unchanged","tests","2026-08-05","passed","2026-08-05","TestEscapeMarkdown","test_fixes","",""
"","1","test_send_order_to_manager_routes_message_and_stores_admin_metadata","tests","2026-08-05","passed","2026-08-05","","test_router","",""
"","0","test_multiline_joins","tests","2026-08-05","passed","2026-08-05","TestSanitizeText","test_validation","",""
"","0","test_has_malicious_patterns_parametrized[xss_onclick]","tests","2026-08-05","passed","2026-08-05","","test_validation_parametrized","",""
"Verify all active document types are returned.","11","test_get_all_document_types","tests","2026-08-05","passed","2026-08-05","TestDocumentTypeCRUD","test_crud","",""
"Verify each item is a (code, name) tuple.","1","test_returns_tuple_pairs","tests","2026-08-05","passed","2026-08-05","TestGetAllTemplates","test_documents","",""
"Test fast-order callback with an accessible message.

    Verifies the message is edited, contains the welcome text
    (in English, since test user has no language code → default en),
    and the FSM transitions to fast_order_waiting.
    ","3","test_callback_fast_order_accessible_message","tests","2026-08-05","passed","2026-08-05","","test_fast_order","",""
"Verify order items can be created.","11","test_create_order_item","tests","2026-08-05","passed","2026-08-05","TestOrderCRUD","test_crud","",""
"","0","test_valid_date","tests","2026-08-05","passed","2026-08-05","TestValidateFieldValue","test_validation","",""
"Backticks in user input must be escaped.","1","test_escapes_backtick","tests","2026-08-05","passed","2026-08-05","TestEscapeMarkdown","test_fixes","",""
"Verify 'Clear cart' resets cart and delivery.","1","test_clear_cart_empties_session","tests","2026-08-05","passed","2026-08-05","TestClearCart","test_order","",""
"","0","test_nosql_dollar_where","tests","2026-08-05","passed","2026-08-05","TestMaliciousPatterns","test_validation","",""
"","1","test_trims_whitespace","tests","2026-08-05","passed","2026-08-05","TestSanitizeText","test_validation","",""
"","0","test_text_default","tests","2026-08-05","passed","2026-08-05","TestDefaultMaxLength","test_validation","",""
"","0","test_valid_email_accepted[minimal]","tests","2026-08-05","passed","2026-08-05","TestEmailEquivalenceClasses","test_validation","",""
"Verify /track without params shows format help.","1","test_track_without_params_shows_help","tests","2026-08-05","passed","2026-08-05","TestCmdTrack","test_admin","",""
"Verify the key logic change in ``cancel_to_menu``.

    Instead of constructing a frozen pydantic callback (which is difficult
    to mock), we test that:
    1. The handler uses ``bot.send_message`` (new message) instead of
       ``message.edit_text``
    2. The message text is the welcome text (same as /start)
    ","1","test_cancel_to_menu_logic","tests","2026-08-05","passed","2026-08-05","","test_fixes","",""
"Verify SUPPORTED_CURRENCIES contains EUR and PLN only.","0","test_supported_currencies","tests","2026-08-05","passed","2026-08-05","TestConstants","test_business_config","",""
"","1","test_valid_date_accepted[end_of_year]","tests","2026-08-05","passed","2026-08-05","TestDateEquivalenceClasses","test_validation","",""
"Verify manager keyboard has send_doc, send_track, order_done.","0","test_manager_keyboard_has_actions","tests","2026-08-05","passed","2026-08-05","TestManagerOrderKeyboard","test_buttons","",""
"","0","test_calculate_total_without_delivery","tests","2026-08-05","passed","2026-08-05","TestPricing","test_services","",""
"","13","test_update_status_changes_status","tests","2026-08-05","passed","2026-08-05","TestOrderManager","test_services","",""
"Test the cancel flow: user starts order, then cancels to main menu.","1","test_e2e_cancel_flow","tests","2026-08-05","passed","2026-08-05","","test_e2e_order_flow","",""
"","0","test_country_code_type_hint","tests","2026-08-05","passed","2026-08-05","TestFieldConstructor","test_validation","",""
"Verify order statistics are calculated correctly.","22","test_get_order_stats","tests","2026-08-05","passed","2026-08-05","TestOrderCRUD","test_crud","",""
"Verify I18n handles empty locale directory.","0","test_load_empty_directory","tests","2026-08-05","passed","2026-08-05","TestI18n","test_i18n","",""
"Verify non-file message is rejected.","0","test_process_no_file_rejected","tests","2026-08-05","passed","2026-08-05","TestProcessDocumentFile","test_admin","",""
"Verify user with 'uk' language_code returns 'uk'.","1","test_supported_language_uk","tests","2026-08-05","passed","2026-08-05","TestUserLanguage","test_i18n","",""
"","0","test_empty_value","tests","2026-08-05","passed","2026-08-05","TestValidateFieldValue","test_validation","",""
"Verify delivery keyboard has help_manager button.","1","test_delivery_keyboard_has_help","tests","2026-08-05","passed","2026-08-05","TestDeliveryKeyboard","test_buttons","",""
"","0","test_optional_text_default","tests","2026-08-05","passed","2026-08-05","TestDefaultMaxLength","test_validation","",""
"Verify unknown order shows error.","1","test_process_tracking_unknown_order","tests","2026-08-05","passed","2026-08-05","TestProcessTrackingNumber","test_admin","",""
"","0","test_has_malicious_patterns_parametrized[xss_iframe]","tests","2026-08-05","passed","2026-08-05","","test_validation_parametrized","",""
"","0","test_has_malicious_patterns_parametrized[safe_cyrillic]","tests","2026-08-05","passed","2026-08-05","","test_validation_parametrized","",""
"","0","test_invalid_text_rejected[whitespace_only]","tests","2026-08-05","passed","2026-08-05","TestTextEquivalenceClasses","test_validation","",""
"Verify non-admin cannot mark order as done.","0","test_order_done_rejects_non_admin","tests","2026-08-05","passed","2026-08-05","TestCallbackOrderDone","test_admin","",""
"","0","test_valid_country_code_accepted[am]","tests","2026-08-05","passed","2026-08-05","TestCountryCodeEquivalenceClasses","test_validation","",""
"","1","test_xss_onclick","tests","2026-08-05","passed","2026-08-05","TestMaliciousPatterns","test_validation","",""
"","0","test_unknown_type_default","tests","2026-08-05","passed","2026-08-05","TestDefaultMaxLength","test_validation","",""
"Verify /start clears previous state and shows welcome menu.","1","test_start_clears_state_and_shows_welcome","tests","2026-08-05","passed","2026-08-05","TestCmdStart","test_start","",""
"Verify get_price_pln returns 0 for unknown code.","0","test_get_price_pln_returns_zero_for_unknown","tests","2026-08-05","passed","2026-08-05","TestTemplatePricing","test_documents","",""
"","0","test_passport_number_too_short","tests","2026-08-05","passed","2026-08-05","TestValidateFieldValue","test_validation","",""
"","0","test_invalid_date_rejected[month_over_12]","tests","2026-08-05","passed","2026-08-05","TestDateEquivalenceClasses","test_validation","",""
"","0","test_email_default","tests","2026-08-05","passed","2026-08-05","TestDefaultMaxLength","test_validation","",""
"Verify chat_id can be updated.","7","test_update_user_chat_id","tests","2026-08-05","passed","2026-08-05","TestUserCRUD","test_crud","",""
"","0","test_has_malicious_patterns_parametrized[sql_select]","tests","2026-08-05","passed","2026-08-05","","test_validation_parametrized","",""
"``doc_criminal_record_check`` must resolve to the full template name.

    Regression: the old ``callback.data.split(""_"")[1]`` returned only
    ``criminal``, causing a ""Template not found"" error.
    ","1","test_process_document_choice_criminal_record_check","tests","2026-08-05","passed","2026-08-05","","test_fixes","",""
"Empty string must not cause errors.","0","test_empty_string","tests","2026-08-05","passed","2026-08-05","TestEscapeMarkdown","test_fixes","",""
"Verify a PDF document is accepted as valid payment proof.","5","test_accepts_document_as_payment_proof","tests","2026-08-05","passed","2026-08-05","TestProcessPaymentProof","test_order_coverage","",""
"","0","test_invalid_date_rejected[day_zero]","tests","2026-08-05","passed","2026-08-05","TestDateEquivalenceClasses","test_validation","",""
"Verify middleware handles user without username gracefully.","2","test_handles_message_without_username","tests","2026-08-05","passed","2026-08-05","TestRegistrationMiddleware","test_middleware","",""
"","0","test_date_default","tests","2026-08-05","passed","2026-08-05","TestDefaultMaxLength","test_validation","",""
"","0","test_nosql_dollar_gt","tests","2026-08-05","passed","2026-08-05","TestMaliciousPatterns","test_validation","",""
"Test fast-order callback with an inaccessible message.

    Verifies the welcome text is sent via bot.send_message
    and the FSM transitions to fast_order_waiting.
    ","1","test_callback_fast_order_inaccessible_message","tests","2026-08-05","passed","2026-08-05","","test_fast_order","",""
"Verify orders can be retrieved by user_id.","12","test_get_orders_by_user","tests","2026-08-05","passed","2026-08-05","TestOrderCRUD","test_crud","",""
"","0","test_has_malicious_patterns_parametrized[sql_or]","tests","2026-08-05","passed","2026-08-05","","test_validation_parametrized","",""
"Verify Belarusian ('be') maps to 'ru'.","0","test_belarusian_maps_to_ru","tests","2026-08-05","passed","2026-08-05","TestUserLanguage","test_i18n","",""
"Verify validate_config fails when ADMIN_USERNAME is missing.","0","test_validates_missing_admin_username","tests","2026-08-05","passed","2026-08-05","TestValidateConfig","test_config","",""
"","0","test_passport_number_with_invalid_chars","tests","2026-08-05","passed","2026-08-05","TestValidateFieldValue","test_validation","",""
"Verify delivery prices are positive integers.","0","test_delivery_prices_positive","tests","2026-08-05","passed","2026-08-05","TestConstants","test_business_config","",""
"Verify choosing a payment method transitions to waiting_for_payment_proof.","1","test_payment_method_sets_state[uah]","tests","2026-08-05","passed","2026-08-05","TestProcessPayment","test_order","",""
"","3","test_database_engine_uses_configured_database_url","tests","2026-08-05","passed","2026-08-05","","test_database_config","",""
"","0","test_invalid_date_rejected[empty]","tests","2026-08-05","passed","2026-08-05","TestDateEquivalenceClasses","test_validation","",""
"","1","test_xss_javascript_protocol","tests","2026-08-05","passed","2026-08-05","TestMaliciousPatterns","test_validation","",""
"Delivery values are stored unchanged (length-capped); escaping happens
        later in utils.router when composing the manager message.","0","test_delivery_fields_stored_capped_but_not_escaped","tests","2026-08-05","passed","2026-08-05","TestDeliveryAndFastOrderSanitization","test_security","",""
"","0","test_build_manager_message_with_delivery","tests","2026-08-05","passed","2026-08-05","TestOrderBuilder","test_services","",""
"","0","test_has_malicious_patterns_parametrized[nosql_gt]","tests","2026-08-05","passed","2026-08-05","","test_validation_parametrized","",""
"Test processing a fast-order message.

    Verifies the message is forwarded to the manager with
    ""FAST ORDER"" header and includes the user's text.
    ","1","test_process_fast_order","tests","2026-08-05","passed","2026-08-05","","test_fast_order","",""
"Verify graceful handling if send_order_to_manager raises.","5","test_handles_manager_notification_failure","tests","2026-08-05","passed","2026-08-05","TestProcessPaymentProof","test_order_coverage","",""
"Verify user can be created without chat_id.","5","test_create_user_without_chat_id","tests","2026-08-05","passed","2026-08-05","TestUserCRUD","test_crud","",""
"Verify missing address line defaults to '-'.","1","test_empty_lines_use_dash","tests","2026-08-05","passed","2026-08-05","TestSaveDelivery","test_order_coverage","",""
"","1","test_date_with_injection_safe","tests","2026-08-05","passed","2026-08-05","TestValidateFieldValue","test_validation","",""
"","1","test_quantity_boundary[qty_3]","tests","2026-08-05","passed","2026-08-05","TestQuantityBoundaryValues","test_validation","",""
"","0","test_country_code_parametrized[too_long]","tests","2026-08-05","passed","2026-08-05","","test_validation_parametrized","",""
"Verify no crash when ROUTING has no 'default' key.","0","test_does_not_crash_without_default_routing","tests","2026-08-05","passed","2026-08-05","TestNotifyAdminValidationError","test_order_coverage","",""
"Verify 'new_order' does not crash when callback has no accessible message.","0","test_new_order_with_inaccessible_message","tests","2026-08-05","passed","2026-08-05","TestCallbackNewOrder","test_start","",""
"","1","test_has_malicious_patterns_parametrized[safe_latin]","tests","2026-08-05","passed","2026-08-05","","test_validation_parametrized","",""
"Verify empty cart shows error and clears state.","0","test_rejects_empty_cart","tests","2026-08-05","passed","2026-08-05","TestProcessPaymentProof","test_order_coverage","",""
"","0","test_sql_drop","tests","2026-08-05","passed","2026-08-05","TestMaliciousPatterns","test_validation","",""
"","1","test_valid_text_accepted[min_boundary]","tests","2026-08-05","passed","2026-08-05","TestTextEquivalenceClasses","test_validation","",""
"Verify choosing a payment method transitions to waiting_for_payment_proof.","1","test_payment_method_sets_state[blik]","tests","2026-08-05","passed","2026-08-05","TestProcessPayment","test_order","",""
"Verify non-admin gets rejected.","1","test_non_admin_rejected_from_send_doc","tests","2026-08-05","passed","2026-08-05","TestCmdSendDoc","test_admin","",""
"","0","test_sql_insert","tests","2026-08-05","passed","2026-08-05","TestMaliciousPatterns","test_validation","",""
"Verify names contain English text or emoji.","0","test_names_are_translated","tests","2026-08-05","passed","2026-08-05","TestGetAllTemplates","test_documents","",""
"","1","test_date_year_out_of_range","tests","2026-08-05","passed","2026-08-05","TestValidateFieldValue","test_validation","",""
"Verify I18n can load locales from a custom directory.","1","test_load_locales_from_custom_dir","tests","2026-08-05","passed","2026-08-05","TestI18n","test_i18n","",""
"Verify admin can upload a document file.","2","test_process_document_file","tests","2026-08-05","passed","2026-08-05","TestProcessDocumentFile","test_admin","",""
"","0","test_cmd_injection_backtick","tests","2026-08-05","passed","2026-08-05","TestMaliciousPatterns","test_validation","",""
"","1","test_valid_text_cases_parametrized[max_length]","tests","2026-08-05","passed","2026-08-05","","test_validation_parametrized","",""
"Verify /orders returns formatted order list.","2","test_orders_shows_list","tests","2026-08-05","passed","2026-08-05","TestCmdOrders","test_admin","",""
"Mixed special characters must all be escaped.","1","test_escapes_mixed_content","tests","2026-08-05","passed","2026-08-05","TestEscapeMarkdown","test_fixes","",""
"","1","test_empty_string","tests","2026-08-05","passed","2026-08-05","TestSanitizeText","test_validation","",""
"","0","test_valid_email","tests","2026-08-05","passed","2026-08-05","TestValidateFieldValue","test_validation","",""
"","0","test_safe_text_returns_none","tests","2026-08-05","passed","2026-08-05","TestMaliciousPatterns","test_validation","",""
"","0","test_has_malicious_patterns_parametrized[sql_comment]","tests","2026-08-05","passed","2026-08-05","","test_validation_parametrized","",""
"Verify 'passport' is in the list.","0","test_includes_passport","tests","2026-08-05","passed","2026-08-05","TestGetAllTemplates","test_documents","",""
"Verify get_price_pln returns a positive integer for known codes.","0","test_returns_positive_int_for_known_code","tests","2026-08-05","passed","2026-08-05","TestGetPricePln","test_business_config","",""
"","1","test_safe_address","tests","2026-08-05","passed","2026-08-05","TestMaliciousPatterns","test_validation","",""
"Verify /orders shows empty message when no orders.","2","test_orders_empty","tests","2026-08-05","passed","2026-08-05","TestCmdOrders","test_admin","",""
"","1","test_returns_none_for_no_match","tests","2026-08-05","passed","2026-08-05","TestExtractOrderId","test_admin","",""
"Verify a photo is accepted as valid payment proof.","5","test_accepts_photo_as_payment_proof","tests","2026-08-05","passed","2026-08-05","TestProcessPaymentProof","test_order_coverage","",""
"","0","test_valid_country_code_rs","tests","2026-08-05","passed","2026-08-05","TestValidateFieldValue","test_validation","",""
"","1","test_has_malicious_patterns_parametrized[sql_insert]","tests","2026-08-05","passed","2026-08-05","","test_validation_parametrized","",""
"","0","test_text_max_length_date_type","tests","2026-08-05","passed","2026-08-05","TestValidateFieldValue","test_validation","",""
"Verify get_template returns a dict for a known document code.","1","test_returns_dict_for_known_code","tests","2026-08-05","passed","2026-08-05","TestGetTemplate","test_business_config","",""
"","0","test_valid_email_accepted[plus_addressing]","tests","2026-08-05","passed","2026-08-05","TestEmailEquivalenceClasses","test_validation","",""
"","0","test_xss_svg","tests","2026-08-05","passed","2026-08-05","TestMaliciousPatterns","test_validation","",""
"","1","test_invalid_text_rejected[xss_script]","tests","2026-08-05","passed","2026-08-05","TestTextEquivalenceClasses","test_validation","",""
